player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Benjamin Yurosek,131786,TE,MIN,9,0,18,79.6,0,0,13,36.1,35.9,100.0,0,0,0,14,39,,0,0,0,0.0,0.0,,0,0,0,8
Josh Whyle,54037,TE,GB,9,0,12,60.3,1,0,13,12.9,13.1,96.2,0,1,0,14,107,67.4,0,0,5,9.4,10.5,100.0,0,0,6,57
Jakob Johnson,32565,FB,HST,7,0,13,67.3,0,0,12,57.1,54.2,100.0,0,0,0,13,24,,0,0,0,0.0,0.0,,0,0,0,2
George Holani,72154,HB,SEA,4,0,29,52.9,0,2,13,26.0,26.0,92.3,0,2,0,13,50,62.2,0,1,4,15.4,15.4,87.5,1,0,4,26
Pat Freiermuth,84085,TE,PIT,18,0,25,78.1,0,0,13,3.5,3.3,100.0,3,0,0,13,395,,0,0,0,0.0,0.0,,0,0,0,174
Christian Haynes,77339,G,SEA,2,0,29,72.3,0,1,12,100.0,100.0,95.8,0,1,0,13,13,66.5,0,1,7,100.0,100.0,92.9,1,0,8,8
Zavier Scott,55123,HB,MIN,9,0,18,74.3,0,0,12,17.4,16.2,100.0,0,0,0,12,74,79.8,0,0,3,9.1,8.6,100.0,0,0,3,35
Trayveon Williams,45775,HB,CLV,5,0,8,50.1,0,0,12,18.8,18.2,100.0,0,0,0,12,66,35.8,0,0,8,16.7,16.0,100.0,0,0,8,50
Evan Engram,11778,TE,DEN,18,0,10,75.0,0,0,12,2.9,2.8,100.0,1,0,0,12,432,74.5,0,0,3,1.4,1.3,100.0,0,0,3,225
Trey McBride,75916,TE,ARZ,17,0,1,34.4,0,1,11,1.6,1.6,95.5,2,1,0,12,749,55.1,0,0,3,0.8,0.8,100.0,0,0,3,384
Will Dissly,30762,TE,LAC,10,0,27,74.3,0,0,12,11.1,10.8,100.0,0,0,0,12,111,71.4,0,0,2,4.9,4.8,100.0,0,0,2,42
Khalil Herbert,41668,HB,NYJ,3,0,22,77.0,0,0,12,40.0,38.7,100.0,0,0,0,12,31,67.0,0,0,5,45.5,41.7,100.0,0,0,5,12
Tanner Conner,22777,TE,NYG,9,0,21,38.6,0,2,12,9.5,9.1,91.7,0,2,0,12,132,37.4,0,2,2,3.8,3.8,50.0,2,0,2,53
Zamir White,83665,HB,LV,5,0,23,57.7,0,0,11,26.8,25.5,100.0,0,0,0,12,47,44.5,0,0,7,24.1,22.9,100.0,0,0,8,35
British Brooks,77714,FB,HST,5,0,13,80.2,0,0,11,84.6,84.6,100.0,0,0,0,11,13,,0,0,0,0.0,0.0,,0,0,0,1
Tank Bigsby,123974,HB,PHI,13,1,24,13.4,0,2,8,12.9,16.7,87.5,1,2,0,11,66,0.9,0,1,2,11.1,15.8,75.0,1,0,3,19
Tip Reiman,129423,TE,ARZ,4,0,1,46.9,0,1,10,22.2,20.8,95.0,0,1,0,10,48,22.6,0,0,1,16.7,16.7,100.0,0,0,1,6
Austin Ekeler,12164,HB,WAS,2,0,32,67.0,0,0,10,20.0,19.2,100.0,0,0,0,10,52,56.1,0,0,5,16.1,15.2,100.0,0,0,5,33
Robert Tonyan,12193,TE,KC,14,0,16,55.3,0,0,10,22.2,21.3,100.0,0,0,0,10,47,,0,0,0,0.0,0.0,,0,0,0,14
Carter Runyon,177002,TE,LV,7,0,23,72.5,0,0,10,58.8,55.6,100.0,0,0,0,10,18,68.7,0,0,1,100.0,100.0,100.0,0,0,1,1
Puka Nacua,100632,WR,LA,19,0,26,79.7,1,0,9,1.6,1.6,94.4,1,1,0,10,609,,0,0,0,0.0,0.0,,0,0,0,305
Ross Dwelley,20994,TE,DET,7,0,11,76.7,0,0,8,19.0,20.0,100.0,0,0,0,9,45,,0,0,0,0.0,0.0,,0,0,0,10
Brian Robinson,57120,HB,SF,19,0,28,18.5,0,2,8,9.4,9.8,87.5,0,2,0,9,92,5.1,0,1,1,3.0,2.9,50.0,1,0,1,35
Evan Hull,97302,HB,NO,6,0,20,27.5,0,1,8,18.2,18.4,81.2,0,2,1,9,49,26.4,0,0,4,25.0,29.4,75.0,1,1,5,17
Jordan Whittington,97623,WR,LA,18,1,26,43.2,1,0,9,3.6,3.4,83.3,1,2,1,9,265,,0,0,0,0.0,0.0,,0,0,0,115
James Conner,11860,HB,ARZ,3,0,1,29.2,0,0,7,14.6,16.4,100.0,0,0,0,9,55,52.4,0,0,3,21.4,25.0,100.0,0,0,4,16
Ameer Abdullah,9487,HB,IND,13,0,14,44.2,0,1,8,12.1,11.8,93.7,0,1,0,8,68,81.2,0,0,3,10.7,10.3,100.0,0,0,3,29
Lucas Patrick,11435,G,CIN,3,0,7,65.9,0,0,8,100.0,100.0,100.0,0,0,0,8,8,77.2,0,0,3,100.0,100.0,100.0,0,0,3,3
Brenden Jaimes,59909,C,NE,2,0,19,63.3,0,0,7,100.0,100.0,100.0,0,0,0,8,8,51.3,0,0,3,100.0,100.0,100.0,0,0,4,4
Brady Russell,60876,FB,SEA,6,0,29,59.6,0,0,8,61.5,61.5,100.0,0,0,0,8,13,,0,0,0,0.0,0.0,,0,0,0,1
Elijah Higgins,98027,TE,ARZ,17,0,1,41.0,0,1,8,2.6,2.5,93.7,2,1,0,8,325,66.8,0,0,1,0.7,0.7,100.0,0,0,1,147
Moliki Matavao,146561,TE,NO,4,0,20,74.7,0,0,7,24.1,25.0,100.0,0,0,0,8,32,,0,0,0,0.0,0.0,,0,0,0,8
Drake Dabney,122264,TE,GB,2,0,12,23.8,1,0,7,41.2,44.4,78.6,0,2,1,8,18,19.3,1,0,3,42.9,42.9,50.0,2,1,3,7
Pharaoh Brown,12247,TE,ARZ,7,0,1,52.2,0,1,7,25.9,28.6,92.9,0,1,0,8,28,30.8,0,1,1,16.7,16.7,50.0,1,0,1,6
Jarrett Kingston,81933,G,HST,2,0,13,64.1,0,0,8,100.0,100.0,100.0,0,0,0,8,8,74.1,0,0,1,100.0,100.0,100.0,0,0,1,1
Noah Fant,42388,TE,CIN,15,0,7,32.0,0,1,7,3.2,3.4,92.9,0,1,0,8,234,,0,0,0,0.0,0.0,,0,0,0,105
David Martin-Robinson,77892,TE,TEN,11,0,31,57.2,0,1,7,20.0,21.1,92.9,0,1,0,8,38,68.7,0,0,1,20.0,20.0,100.0,0,0,1,5
Sidy Sow,59675,G,HST,1,0,13,18.2,0,2,7,100.0,100.0,85.7,0,2,0,7,7,,0,0,0,,,,0,0,0,0
Trey Benson,131705,HB,ARZ,4,0,1,57.0,0,1,6,7.7,8.3,91.7,0,1,0,7,84,47.2,0,0,1,2.8,4.9,100.0,0,0,2,41
Connor Heyward,57301,TE,PIT,14,0,25,57.7,1,0,7,26.9,25.0,92.9,0,1,0,7,28,,0,0,0,0.0,0.0,,0,0,0,2
AJ Dillon,57165,HB,PHI,7,0,24,71.3,0,1,7,28.0,25.9,92.9,0,1,0,7,27,60.5,0,1,4,28.6,25.0,87.5,1,0,4,16
Jawhar Jordan,99595,HB,HST,4,0,13,80.5,0,0,6,19.4,20.6,100.0,0,0,0,7,34,75.7,0,0,1,11.1,9.1,100.0,0,0,1,11
Brandon Crenshaw-Dickson,101241,T,TEN,3,0,31,16.8,1,0,5,100.0,100.0,90.0,0,1,0,7,7,,0,0,0,,,,0,0,0,0
Ben Sims,77918,TE,MIN,6,0,18,75.6,0,0,6,15.0,16.7,100.0,0,0,0,7,42,66.6,0,0,1,12.5,11.1,100.0,0,0,1,9
Marcus Bryant,121917,T,NE,2,0,19,28.6,0,2,7,100.0,100.0,85.7,0,2,0,7,7,31.3,0,0,1,100.0,100.0,100.0,0,0,1,1
Terrance Ferguson,146563,TE,LA,15,0,26,76.9,0,0,6,2.9,3.1,100.0,0,0,0,7,225,72.7,0,0,0,0.0,1.1,,0,0,1,91
Tyrell Shavers,61107,WR,BUF,17,0,4,80.9,0,0,7,3.0,2.9,100.0,2,0,0,7,243,73.4,0,0,1,1.3,1.2,100.0,0,0,1,83
Elijah Arroyo,143933,TE,SEA,14,0,29,75.9,0,0,7,4.0,3.8,100.0,0,0,0,7,183,68.3,0,0,1,1.7,1.6,100.0,0,0,1,62
Stone Smartt,60492,TE,NYJ,7,0,22,22.4,0,0,7,11.1,11.1,100.0,0,0,0,7,63,37.9,0,0,3,7.9,7.9,100.0,0,0,3,38
Jaydon Blue,157303,HB,DAL,5,0,9,82.1,0,0,6,20.0,19.4,100.0,0,0,0,6,31,73.4,0,0,1,11.1,10.0,100.0,0,0,1,10
Giovanni Ricci,13756,TE,DET,3,0,11,18.3,0,3,6,40.0,40.0,75.0,0,3,0,6,15,49.9,0,1,1,50.0,50.0,50.0,1,0,1,2
Keaton Mitchell,123826,HB,BLT,12,0,3,22.2,0,1,6,11.1,10.5,91.7,0,1,0,6,57,26.7,0,0,2,12.5,11.1,100.0,0,0,2,18
Andrew Beck,47121,FB,NYJ,14,0,22,20.3,1,0,6,17.1,16.7,91.7,0,1,0,6,36,5.3,0,0,0,0.0,0.0,,0,0,0,5
D'Ernest Johnson,45734,HB,NE,6,0,19,22.5,2,0,6,26.1,23.1,83.3,0,2,0,6,26,14.3,2,0,4,28.6,26.7,75.0,2,0,4,15
Tyler Conklin,47124,TE,LAC,8,1,27,73.6,0,0,6,6.7,6.2,100.0,1,0,0,6,97,69.3,0,0,1,2.5,2.3,100.0,0,0,1,44
Braelon Allen,145159,HB,NYJ,4,0,22,83.9,0,0,6,23.1,21.4,100.0,0,0,0,6,28,83.1,0,0,4,26.7,23.5,100.0,0,0,4,17
Jalen Nailor,84292,WR,MIN,17,0,18,66.4,0,1,5,1.2,1.1,90.0,0,1,0,5,451,,0,0,0,0.0,0.0,,0,0,0,247
Taysom Hill,12112,TE,NO,13,0,20,41.0,0,0,4,4.3,5.1,100.0,2,0,0,5,99,75.7,0,0,0,0.0,2.2,,0,0,1,45
David Sills V,34579,WR,ATL,17,0,2,70.6,0,0,3,0.9,1.4,100.0,1,0,0,5,354,,0,0,0,0.0,0.0,,0,0,0,204
Devaughn Vele,100637,WR,NO,13,0,20,72.3,0,0,5,2.0,1.9,80.0,1,1,1,5,267,,0,0,0,0.0,0.0,,0,0,0,146
Jovaughn Gwyn,81839,G,ATL,2,0,2,79.0,0,0,5,100.0,100.0,100.0,0,0,0,5,5,76.3,0,0,2,100.0,100.0,100.0,0,0,2,2
Greg Dulcich,84068,TE,MIA,10,0,17,28.3,0,0,5,3.4,3.2,100.0,0,0,0,5,156,28.2,0,0,1,2.1,2.1,100.0,0,0,1,47
Nick Vannett,10728,TE,LA,3,0,26,32.6,0,0,5,33.3,33.3,100.0,0,0,0,5,15,9.2,0,0,1,25.0,25.0,100.0,0,0,1,4
Jaleel McLaughlin,138346,HB,DEN,10,0,10,79.7,0,0,5,10.9,10.9,100.0,0,0,0,5,46,76.9,0,0,2,15.4,15.4,100.0,0,0,2,13
Xavier Hutchinson,122518,WR,HST,19,0,13,74.2,0,1,4,0.8,1.0,87.5,1,1,0,5,510,,0,0,0,0.0,0.0,,0,0,0,256
Keleki Latu,146291,TE,BUF,5,0,4,70.5,0,0,5,11.9,11.4,100.0,0,0,0,5,44,,0,0,0,0.0,0.0,,0,0,0,16
Ty Chandler,62942,HB,MIN,2,0,18,66.0,1,0,4,20.0,22.7,87.5,0,1,0,5,22,79.1,0,0,1,20.0,33.3,100.0,0,0,2,6
Zach Ertz,7816,TE,WAS,13,0,32,30.9,0,2,5,1.4,1.2,80.0,0,2,0,5,408,37.0,0,1,1,0.5,0.5,50.0,1,0,1,208
Amari Kight,99064,T,SEA,3,0,29,58.8,0,0,5,100.0,100.0,100.0,0,0,0,5,5,27.5,0,0,1,100.0,100.0,100.0,0,0,1,1
Amon-Ra St. Brown,84470,WR,DET,17,0,11,79.0,0,1,4,0.7,0.8,87.5,1,1,0,5,594,,0,0,0,0.0,0.0,,0,0,0,266
Olamide Zaccheaus,44920,WR,CHI,18,0,6,76.5,0,0,5,1.4,1.3,100.0,1,0,0,5,385,,0,0,0,0.0,0.0,,0,0,0,190
DJ Giddens,144595,HB,IND,6,0,14,15.4,0,3,5,18.5,17.2,70.0,0,3,0,5,29,9.5,0,2,2,33.3,33.3,50.0,2,0,2,6
Najee Harris,57121,HB,LAC,3,0,27,26.2,0,1,5,21.7,20.8,90.0,0,1,0,5,24,26.2,0,1,5,35.7,33.3,90.0,1,0,5,15
Michael Niese,108444,C,DET,2,0,11,75.3,0,0,5,100.0,100.0,100.0,0,0,0,5,5,74.8,0,0,3,100.0,100.0,100.0,0,0,3,3
Ben Skowronek,27948,WR,PIT,15,0,25,76.0,0,0,4,6.5,6.3,100.0,0,0,0,4,64,,0,0,0,0.0,0.0,,0,0,0,14
Raheim Sanders,146626,HB,CLV,3,0,8,77.5,0,0,4,17.4,16.7,100.0,0,0,0,4,24,74.4,0,0,1,16.7,16.7,100.0,0,0,1,6
Hayden Rucci,101680,TE,DET,4,0,11,75.1,0,0,4,40.0,40.0,100.0,0,0,0,4,10,,0,0,0,,,,0,0,0,0
Jauan Jennings,48027,WR,SF,17,0,28,64.0,0,1,4,0.8,0.7,87.5,2,1,0,4,556,,0,0,0,0.0,0.0,,0,0,0,299
Nick Westbrook-Ikhine,47861,WR,MIA,14,0,17,70.7,0,0,4,1.8,1.7,100.0,0,0,0,4,235,,0,0,0,0.0,0.0,,0,0,0,82
DeeJay Dallas,55632,HB,JAX,3,0,15,22.8,0,2,4,23.5,23.5,75.0,0,2,0,4,17,10.4,0,2,2,22.2,22.2,50.0,2,0,2,9
Donovan Jennings,86861,G,GB,1,0,12,77.0,0,0,4,100.0,100.0,100.0,0,0,0,4,4,76.3,0,0,3,100.0,100.0,100.0,0,0,3,3
Dontayvion Wicks,99711,WR,GB,14,0,12,79.4,0,0,4,1.7,1.6,100.0,0,0,0,4,253,,0,0,0,0.0,0.0,,0,0,0,128
Trevor Keegan,101544,G,DAL,1,0,9,77.3,0,0,4,100.0,100.0,100.0,0,0,0,4,4,74.1,0,0,1,100.0,100.0,100.0,0,0,1,1
Antonio Gibson,78050,HB,NE,5,0,19,78.2,0,0,4,18.2,17.4,100.0,0,0,0,4,23,,0,0,0,0.0,0.0,,0,0,0,3
Jelani Woods,60509,TE,NYJ,3,0,22,73.0,0,0,4,17.4,16.7,100.0,0,0,0,4,24,,0,0,0,0.0,0.0,,0,0,0,7
Trent Sherfield,48021,WR,ARZ,12,0,1,77.8,0,0,4,4.9,4.5,100.0,2,0,0,4,88,,0,0,0,0.0,0.0,,0,0,0,29
Adin Huntington,130493,DI,CLV,3,1,8,51.0,0,0,4,80.0,80.0,100.0,1,0,0,4,5,,0,0,0,,,,0,0,0,0
Chris Godwin,11839,WR,TB,9,0,30,77.5,0,0,4,1.5,1.4,100.0,0,0,0,4,294,,0,0,0,0.0,0.0,,0,0,0,154
James Mitchell,77885,TE,CAR,5,0,5,73.6,0,0,3,16.7,20.0,100.0,0,0,0,4,20,,0,0,0,0.0,0.0,,0,0,0,5
Drake London,86519,WR,ATL,12,0,2,75.3,0,0,4,1.0,1.0,100.0,1,0,0,4,421,,0,0,0,0.0,0.0,,0,0,0,217
Jalen Coker,143068,WR,CAR,12,0,5,73.1,0,0,3,0.9,0.9,100.0,0,0,0,3,349,,0,0,0,0.0,0.0,,0,0,0,183
Dalton Kincaid,91791,TE,BUF,14,0,4,25.1,0,0,3,1.2,1.1,100.0,0,0,0,3,272,,0,0,0,0.0,0.0,,0,0,0,137
Dylan Laube,88664,HB,LV,3,0,23,2.8,0,2,3,16.7,16.7,33.3,0,3,1,3,18,2.8,0,2,3,21.4,21.4,33.3,3,1,3,14
Jared Wiley,98508,TE,KC,4,0,16,73.6,0,0,3,21.4,20.0,100.0,0,0,0,3,15,70.2,0,0,1,20.0,20.0,100.0,0,0,1,5
Corey Kiner,86392,HB,ARZ,4,0,1,12.8,0,1,2,11.8,16.7,75.0,0,1,0,3,18,3.6,0,1,1,12.5,12.5,50.0,1,0,1,8
Khalil Shakir,84140,WR,BUF,18,0,4,38.8,0,0,3,0.6,0.6,100.0,1,0,0,3,519,16.4,0,0,1,0.4,0.4,100.0,0,0,1,275
Colson Yankoff,83589,TE,WAS,13,1,32,23.2,0,1,2,4.7,5.9,75.0,1,1,0,3,51,,0,0,0,0.0,0.0,,0,0,0,12
Ryan Miller,78734,WR,NYG,12,0,21,75.2,0,0,3,8.8,8.3,100.0,0,0,0,3,36,,0,0,0,0.0,0.0,,0,0,0,11
Jake Bobo,77997,WR,SEA,14,0,29,32.3,0,0,2,3.4,4.9,100.0,1,0,0,3,61,,0,0,0,0.0,0.0,,0,0,0,27
Terrell Jennings,102408,HB,NE,4,0,19,74.6,0,0,3,42.9,42.9,100.0,0,0,0,3,7,,0,0,0,0.0,0.0,,0,0,0,2
Xavier Smith,102585,WR,LA,17,1,26,68.5,0,0,3,1.7,1.6,100.0,2,0,0,3,193,67.9,0,0,2,2.2,2.1,100.0,0,0,2,97
Julius Chestnut,109239,HB,TEN,7,0,31,26.3,0,0,3,13.6,13.6,100.0,0,0,0,3,22,3.1,0,0,0,0.0,0.0,,0,0,0,7
Andrei Iosivas,109811,WR,CIN,17,0,7,74.8,0,0,3,0.5,0.5,100.0,0,0,0,3,584,,0,0,0,0.0,0.0,,0,0,0,328
Tahj Brooks,123133,HB,CIN,7,0,7,2.9,0,2,3,13.0,13.0,66.7,0,2,0,3,23,7.7,0,2,3,27.3,27.3,66.7,2,0,3,11
Ronnie Rivers,57208,HB,LA,3,0,26,56.0,0,1,3,33.3,30.0,83.3,0,1,0,3,10,46.3,0,1,2,28.6,28.6,75.0,1,0,2,7
Lil'Jordan Humphrey,42247,WR,DEN,12,0,10,76.7,0,0,3,1.2,1.2,100.0,0,0,0,3,254,,0,0,0,0.0,0.0,,0,0,0,125
Ko Kieft,41372,TE,TB,2,0,30,73.1,0,0,3,42.9,42.9,100.0,0,0,0,3,7,,0,0,0,,,,0,0,0,0
Jack Bech,146771,WR,LV,15,0,23,72.6,0,0,3,1.5,1.4,100.0,0,0,0,3,210,,0,0,0,0.0,0.0,,0,0,0,114
Jayden Higgins,150240,WR,HST,19,1,13,34.7,0,1,2,0.5,0.7,75.0,2,1,0,3,457,,0,0,0,0.0,0.0,,0,0,0,196
Tim Patrick,12087,WR,JAX,16,0,15,60.2,1,0,3,1.7,1.6,83.3,0,1,0,3,185,,0,0,0,0.0,0.0,,0,0,0,96
Mack Hollins,11873,WR,NE,17,1,19,72.2,0,0,3,0.8,0.7,100.0,2,0,0,3,417,,0,0,0,0.0,0.0,,0,0,0,199
Cooper Kupp,11824,WR,SEA,19,0,29,55.1,0,1,3,0.6,0.6,83.3,0,1,0,3,534,,0,0,0,0.0,0.0,,0,0,0,247
JuJu Smith-Schuster,11817,WR,KC,17,1,16,72.8,0,0,3,0.8,0.7,100.0,4,0,0,3,413,,0,0,0,0.0,0.0,,0,0,0,167
Sterling Shepard,10674,WR,TB,13,0,30,78.1,0,0,2,0.6,0.8,100.0,1,0,0,3,382,,0,0,0,0.0,0.0,,0,0,0,214
Efton Chism III,141521,WR,NE,8,0,19,71.8,0,0,2,4.5,4.3,100.0,0,0,0,2,47,,0,0,0,0.0,0.0,,0,0,0,20
Stefon Diggs,9579,WR,NE,21,0,19,75.4,0,0,2,0.4,0.3,100.0,3,0,0,2,576,,0,0,0,0.0,0.0,,0,0,0,325
Sean McKeon,42266,TE,IND,1,0,14,45.1,0,0,1,25.0,40.0,100.0,0,0,0,2,5,,0,0,0,,,,0,0,0,0
Tyler Johnson,48054,WR,NYJ,11,0,22,24.4,0,1,1,0.6,1.1,50.0,0,1,0,2,176,,0,0,0,0.0,0.0,,0,0,0,105
Brashard Smith,143951,HB,KC,17,0,16,73.2,0,0,2,1.8,1.8,100.0,0,0,0,2,114,,0,0,0,0.0,0.0,,0,0,0,41
Ryan McCollum,41974,C,PIT,2,0,25,72.7,0,0,1,100.0,100.0,100.0,0,0,0,2,2,,0,0,0,,,,0,0,0,0
Josiah Deguara,47034,TE,ARZ,10,0,1,68.3,0,0,2,3.4,3.3,100.0,0,0,0,2,61,,0,0,0,0.0,0.0,,0,0,0,22
Tre Harris,122676,WR,LAC,18,0,27,67.7,0,0,2,0.6,0.6,100.0,1,0,0,2,328,,0,0,0,0.0,0.0,,0,0,0,125
Caedan Wallace,98427,G,NE,1,0,19,77.8,0,0,2,100.0,100.0,100.0,0,0,0,2,2,77.8,0,0,2,100.0,100.0,100.0,0,0,2,2
DJ Moore,48267,WR,CHI,19,0,6,74.7,0,0,2,0.3,0.3,100.0,4,0,0,2,683,,0,0,0,0.0,0.0,,0,0,0,312
Rome Odunze,73774,WR,CHI,14,0,6,67.6,0,1,2,0.4,0.4,75.0,2,1,0,2,521,,0,0,0,0.0,0.0,,0,0,0,242
Stephen Carlson,94365,TE,CHI,2,0,6,45.9,0,0,2,28.6,25.0,100.0,0,0,0,2,8,,0,0,0,0.0,0.0,,0,0,0,2
Kene Nwangwu,40547,HB,NYJ,3,0,22,6.1,0,1,2,13.3,13.3,75.0,0,1,0,2,15,6.1,0,1,2,50.0,50.0,75.0,1,0,2,4
Mitchell Tinsley,123470,WR,CIN,17,0,7,67.6,0,0,2,1.3,1.3,100.0,0,0,0,2,158,,0,0,0,0.0,0.0,,0,0,0,70
Dameon Pierce,83659,HB,KC,2,0,16,7.1,1,0,2,22.2,22.2,75.0,0,1,0,2,9,0.0,1,0,1,33.3,33.3,50.0,1,0,1,3
Kevin Austin Jr.,84345,WR,NO,7,0,20,77.4,0,0,2,1.3,1.2,100.0,0,0,0,2,161,65.7,0,0,1,1.4,1.3,100.0,0,0,1,76
Kalel Mullings,129590,HB,TEN,2,0,31,77.0,0,0,2,40.0,40.0,100.0,0,0,0,2,5,75.7,0,0,1,50.0,50.0,100.0,0,0,1,2
Malik Heath,124173,WR,ATL,11,0,2,54.0,0,0,2,1.9,1.9,100.0,1,0,0,2,107,,0,0,0,0.0,0.0,,0,0,0,47
Kaleb Johnson,156419,HB,PIT,9,0,25,8.4,0,0,2,11.1,11.1,100.0,0,0,0,2,18,,0,0,0,0.0,0.0,,0,0,0,3
Kayshon Boutte,124087,WR,NE,18,0,19,74.5,0,0,1,0.2,0.4,100.0,2,0,0,2,523,,0,0,0,0.0,0.0,,0,0,0,281
Treyton Welch,98097,TE,NO,3,0,20,80.5,0,0,2,22.2,22.2,100.0,0,0,0,2,9,,0,0,0,,,,0,0,0,0
Allen Lazard,48135,WR,NYJ,10,0,22,76.2,0,0,2,1.3,1.2,100.0,1,0,0,2,173,,0,0,0,0.0,0.0,,0,0,0,104
Khyiris Tonga,52000,DI,NE,1,0,19,78.0,0,0,2,100.0,100.0,100.0,0,0,0,2,2,,0,0,0,,,,0,0,0,0
Cam Grandy,134552,TE,CIN,4,0,7,77.0,0,0,0,0.0,28.6,,0,0,0,2,7,,0,0,0,0.0,0.0,,0,0,0,1
Caleb Williams,144622,QB,CHI,19,0,6,62.2,0,0,1,0.1,0.1,100.0,5,0,0,1,785,,0,0,0,0.0,0.0,,0,0,0,343
Nico Collins,61441,WR,HST,16,1,13,68.1,0,0,1,0.2,0.2,100.0,2,0,0,1,545,,0,0,0,0.0,0.0,,0,0,0,249
Bo Melton,61610,WR,GB,9,1,12,68.8,0,0,1,2.0,1.9,100.0,1,0,0,1,53,68.8,0,0,1,3.4,3.3,100.0,0,0,1,30
Darren Waller,9637,TE,MIA,9,0,17,62.4,0,0,1,0.6,0.6,100.0,0,0,0,1,171,,0,0,0,0.0,0.0,,0,0,0,75
Pat Bryant,144800,WR,DEN,17,1,10,64.9,0,0,1,0.3,0.3,100.0,4,0,0,1,334,,0,0,0,0.0,0.0,,0,0,0,160
CJ Dippre,144888,TE,NE,2,0,19,72.7,0,0,1,20.0,16.7,100.0,0,0,0,1,6,,0,0,0,0.0,0.0,,0,0,0,3
Keon Coleman,144949,WR,BUF,15,1,4,60.9,0,0,1,0.3,0.3,100.0,3,0,0,1,378,,0,0,0,0.0,0.0,,0,0,0,175
Josh Sills,41748,G,IND,1,0,14,72.5,0,0,1,100.0,100.0,100.0,0,0,0,1,1,72.5,0,0,1,100.0,100.0,100.0,0,0,1,1
Thomas Fidone II,144997,TE,NYG,2,0,21,74.1,0,0,1,8.3,8.3,100.0,0,0,0,1,12,74.1,0,0,1,16.7,16.7,100.0,0,0,1,6
Emeka Egbuka,145055,WR,TB,17,1,30,65.7,0,0,1,0.2,0.2,100.0,2,0,0,1,583,,0,0,0,0.0,0.0,,0,0,0,288
Ben Cleveland,41696,G,BLT,1,0,3,66.4,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Tim Jones,61669,WR,JAX,4,0,15,62.4,0,0,1,9.1,9.1,100.0,0,0,0,1,11,,0,0,0,0.0,0.0,,0,0,0,9
JT Tuimoloau,145074,ED,IND,1,0,14,62.7,0,0,1,100.0,100.0,100.0,1,0,0,1,1,,0,0,0,,,,0,0,0,0
Kobe King,145097,LB,NYJ,1,0,22,62.7,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Christian Elliss,61853,LB,NE,1,0,19,62.7,0,0,1,100.0,100.0,100.0,1,0,0,1,1,,0,0,0,,,,0,0,0,0
Aaron Brewer,7301,LS,ARZ,1,0,1,61.5,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Rashid Shaheed,63707,WR,SEA,21,0,29,62.3,0,0,1,0.2,0.2,100.0,0,0,0,1,595,,0,0,0,0.0,0.0,,0,0,0,291
Christian Watson,66581,WR,GB,11,0,12,65.5,0,0,1,0.4,0.3,100.0,0,0,0,1,297,,0,0,0,0.0,0.0,,0,0,0,139
Velus Jones Jr.,40573,HB,SEA,1,0,29,65.8,0,0,1,33.3,33.3,100.0,0,0,0,1,3,,0,0,0,0.0,0.0,,0,0,0,1
Tanner Hudson,66924,TE,CIN,12,0,7,64.9,0,0,1,0.9,0.9,100.0,0,0,0,1,116,,0,0,0,0.0,0.0,,0,0,0,80
Zaven Collins,77190,ED,ARZ,1,0,1,62.7,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Brock Purdy,77672,QB,SF,11,1,28,60.9,0,0,1,0.3,0.2,100.0,1,0,0,1,406,,0,0,0,0.0,0.0,,0,0,0,215
Akeem Davis-Gaither,34788,LB,ARZ,1,0,1,62.7,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Rex Sunahara,34769,LS,CLV,1,0,8,50.1,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Corey Bullock,108855,C,BLT,1,0,3,69.6,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Jarius Monroe,103580,S,NYJ,1,0,22,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Isaiah Williams,97156,WR,NYJ,11,0,22,62.4,0,0,1,0.5,0.5,100.0,0,0,0,1,220,,0,0,0,0.0,0.0,,0,0,0,125
Jaylen Wright,146934,HB,MIA,9,0,17,5.3,0,1,1,2.4,2.3,50.0,0,1,0,1,44,,0,0,0,0.0,0.0,,0,0,0,4
